id	Y	cap-shape	cap-surface	cap-color	bruises	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring	stalk-color-above-ring	stalk-color-below-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat
4146	e	x	y	n	t	l	f	c	b	n	e	r	s	y	w	w	p	w	o	p	k	y	g
4147	e	b	s	y	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	n	m
4150	e	f	y	n	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	v	d
4151	p	f	s	n	f	f	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
4154	p	x	y	e	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	d
4155	e	x	s	n	t	n	f	c	b	w	e	?	s	s	w	e	p	w	t	e	w	c	w
4158	p	x	s	e	f	f	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	l
4159	e	x	s	w	f	n	f	w	b	p	t	e	f	f	w	w	p	w	o	e	n	a	g
4161	p	x	y	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	p
4163	p	x	s	b	t	f	f	c	b	w	t	b	f	s	w	w	p	w	o	p	h	v	u
4165	p	x	y	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	g
4171	e	x	y	e	t	n	f	c	b	n	t	b	s	s	p	w	p	w	o	p	n	y	d
4173	p	f	s	e	f	s	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	l
4174	e	x	f	n	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	n	y	d
4176	p	x	y	n	f	s	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	l
4177	p	x	s	w	t	f	f	c	b	p	t	b	s	s	w	w	p	w	o	p	h	v	u
4180	p	k	y	n	f	s	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	l
4181	e	x	f	g	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	y	d
4182	e	b	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	n	o	p	o	v	l
4186	p	k	y	n	f	y	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	p
4187	e	f	y	g	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	v	d
4188	p	x	s	w	f	c	f	c	n	n	e	b	s	s	w	w	p	w	o	p	k	s	d
4190	p	f	y	y	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	p
4191	p	f	y	y	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	d
4192	e	x	s	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	s	m
4195	p	x	s	n	f	f	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	l
4199	p	x	y	n	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	s	g
4201	e	b	y	y	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	n	g
4203	p	f	s	w	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	k	v	g
4204	e	f	f	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	k	v	d
4205	e	x	f	w	t	l	f	w	n	w	t	b	s	s	w	w	p	w	o	p	n	v	d
4206	e	x	f	g	f	n	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	y	u
4207	p	k	y	e	f	f	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	p
4208	p	f	f	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	p
4210	p	x	s	b	t	f	f	c	b	w	t	b	s	f	w	w	p	w	o	p	h	v	u
4211	e	f	f	n	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	n	y	d
4212	p	f	y	e	f	y	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	p
4215	e	f	y	e	t	n	f	c	b	w	e	?	s	s	e	e	p	w	t	e	w	c	w
4217	p	k	y	e	f	y	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	l
4219	e	f	y	r	f	n	f	c	n	h	e	?	s	f	w	w	p	w	o	f	h	y	d
4223	p	k	s	e	f	y	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
4224	p	f	f	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	p
4226	p	f	y	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	p
4227	p	x	s	e	f	f	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	p
4229	p	f	y	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	d
4232	e	f	y	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	y	d
4236	p	x	f	w	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	n	s	d
4239	e	x	y	g	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	n	y	d
4241	p	f	s	n	f	y	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
4242	p	f	s	n	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	v	u
4243	p	x	s	e	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
4248	e	x	s	w	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	k	n	g
4249	p	k	s	e	f	f	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	l
4251	p	f	f	g	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	v	p
4253	e	x	f	n	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	y	d
4256	e	f	y	e	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	v	d
4259	p	f	s	n	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	v	g
4260	e	x	y	u	f	n	f	c	n	w	e	?	s	f	w	w	p	w	o	f	h	v	d
4262	e	x	s	g	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	k	a	g
4263	e	f	f	n	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	k	v	d
4264	e	f	y	y	t	a	f	c	b	n	e	r	s	y	w	w	p	w	o	p	k	y	g
4267	p	x	y	n	f	f	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
4268	p	x	s	e	f	y	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
4272	p	x	y	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	g
4274	p	f	y	n	f	y	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	l
4277	e	x	s	w	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	n	s	g
4279	e	f	f	g	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	n	v	d
4280	e	f	y	y	t	l	f	c	b	n	e	r	s	y	w	w	p	w	o	p	n	y	g
4283	e	x	y	y	t	l	f	c	b	n	e	r	s	y	w	w	p	w	o	p	k	s	p
4287	p	x	s	g	t	f	f	c	b	p	t	b	s	s	w	w	p	w	o	p	h	s	u
4289	e	b	y	w	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	n	m
4290	e	b	y	n	f	n	f	c	b	w	e	b	y	y	n	n	p	w	t	p	w	y	d
4292	e	x	s	c	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	w	y	p
4293	e	x	y	g	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	v	d
4294	e	f	y	e	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	n	y	d
4295	p	k	s	n	f	s	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	p
4296	e	x	f	n	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	v	d
4297	e	x	f	n	f	n	f	w	b	h	t	e	s	s	w	w	p	w	o	e	n	a	g
4300	p	f	s	g	t	f	f	c	b	w	t	b	s	f	w	w	p	w	o	p	h	v	g
4305	p	x	y	e	f	s	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	d
4306	p	x	s	w	t	f	f	c	b	w	t	b	s	f	w	w	p	w	o	p	h	s	g
4307	e	f	y	y	t	l	f	c	b	p	e	r	s	y	w	w	p	w	o	p	n	s	g
4309	p	x	y	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	d
4315	e	b	s	g	f	n	f	w	b	w	e	?	s	k	w	w	p	w	t	p	w	n	g
4317	p	x	y	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	d
4318	e	f	f	g	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	y	d
4321	e	b	s	n	f	n	a	c	b	n	e	?	s	s	o	o	p	n	o	p	y	v	l
4322	p	k	s	e	f	s	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
4325	e	b	y	y	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	n	m
4326	e	x	f	n	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	k	y	d
4327	e	x	s	w	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	n	s	g
4329	p	f	y	e	f	y	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	p
4330	e	x	y	e	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d
4331	e	x	f	w	f	n	f	w	b	w	e	?	s	s	w	w	p	w	t	p	w	s	g
4332	e	f	f	n	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	k	s	g
4333	e	x	y	n	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	n	y	d
4334	e	b	s	w	f	n	f	w	b	w	e	?	k	k	w	w	p	w	t	p	w	n	g
4335	e	f	y	n	f	n	f	w	n	w	e	b	f	f	w	n	p	w	o	e	w	v	l
4336	p	f	s	n	f	s	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
4342	e	f	y	g	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	v	d
4343	p	x	y	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	d
4345	e	x	s	n	f	n	f	w	b	h	t	e	s	f	w	w	p	w	o	e	k	s	g
4347	p	k	y	e	f	s	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
4350	p	x	y	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	d
4351	p	f	s	e	f	s	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
4352	p	k	y	n	f	f	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	l
4353	e	f	y	n	t	n	f	c	b	n	t	b	s	s	w	w	p	w	o	p	k	v	d
4354	e	x	f	n	f	n	f	w	b	n	t	e	f	s	w	w	p	w	o	e	k	s	g
4356	p	x	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	d
4358	e	k	y	p	t	n	f	c	b	e	e	?	s	s	w	e	p	w	t	e	w	c	w
4361	e	b	f	w	f	n	f	w	b	g	e	?	s	k	w	w	p	w	t	p	w	n	g
4363	e	f	y	n	t	a	f	c	b	w	e	r	s	y	w	w	p	w	o	p	k	s	p
4366	e	x	y	y	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	k	n	m
4368	p	x	s	n	f	y	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	l
4369	e	f	y	e	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	k	y	d
4370	e	f	f	n	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	k	y	d
4371	p	f	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	g
4372	p	x	s	n	f	s	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
4373	e	x	y	y	t	a	f	c	b	n	e	r	s	y	w	w	p	w	o	p	n	s	p
4377	p	k	s	e	f	y	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	p
4378	p	f	y	n	f	y	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	d
4380	e	x	y	y	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	n	g
4383	p	f	f	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	p
4384	p	f	y	e	f	f	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	d
4385	p	x	y	n	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	n	v	u
4386	p	f	y	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	g
4387	p	f	y	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	p
4393	e	f	y	n	t	a	f	c	b	n	e	r	s	y	w	w	p	w	o	p	k	y	g
4396	p	x	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	p
4403	e	x	f	n	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	k	v	d
4409	e	x	f	e	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	y	d
4414	e	f	f	n	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	k	a	g
4416	e	b	f	w	f	n	f	w	b	p	e	?	k	s	w	w	p	w	t	p	w	n	g
4417	e	f	y	n	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	y	d
4419	p	x	f	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	g
4420	e	b	s	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	n	g
4421	e	b	s	n	f	n	f	c	b	w	e	b	y	y	n	n	p	w	t	p	w	y	p
4423	e	x	f	e	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	v	d
4427	p	f	y	e	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
4431	p	f	s	n	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	d
4432	e	f	f	g	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	y	d
4435	e	b	s	w	f	n	f	w	b	w	e	?	s	s	w	w	p	w	t	p	w	n	g
4436	e	x	s	w	f	n	f	w	b	p	e	?	k	k	w	w	p	w	t	p	w	n	g
4437	p	x	s	e	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
4438	e	f	y	w	f	n	f	c	n	w	e	?	s	f	w	w	p	w	o	f	h	v	d
4440	p	f	s	g	t	f	f	c	b	h	t	b	f	f	w	w	p	w	o	p	h	v	g
4442	e	k	f	n	f	n	f	w	n	w	e	b	f	s	w	n	p	w	o	e	w	v	l
4444	p	x	s	n	f	f	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	d
4449	e	f	f	w	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	n	a	g
4450	p	x	f	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	p
4451	p	x	y	e	f	f	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	p
4452	p	k	s	e	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
4453	e	k	s	g	f	n	f	w	b	p	e	?	s	k	w	w	p	w	t	p	w	s	g
4454	e	x	y	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	v	d
4455	e	x	f	n	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	v	d
4457	e	x	y	n	t	a	f	c	b	w	e	r	s	y	w	w	p	w	o	p	k	s	g
4460	e	x	s	g	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	k	s	g
4461	p	x	s	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	s	u
4462	p	f	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	p
4464	e	x	y	n	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	y	d
4466	p	x	y	w	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	v	g
4467	e	x	f	g	t	n	f	c	b	n	t	b	s	s	p	w	p	w	o	p	k	y	d
4468	p	x	y	n	f	s	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	p
4469	p	x	y	n	f	f	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	d
4470	e	x	f	g	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	n	v	d
4471	p	f	y	e	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	l
4473	p	x	y	n	f	s	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
4478	p	x	y	w	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	n	s	g
4480	p	x	y	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	g
4483	p	x	f	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	g
4484	p	k	y	n	f	f	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
4485	e	f	s	w	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	n	s	g
4489	e	x	f	w	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	k	a	g
4491	p	x	s	p	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	v	d
4496	e	f	f	n	f	n	f	w	b	n	t	e	s	s	w	w	p	w	o	e	k	a	g
4497	e	x	y	n	t	a	f	c	b	w	e	r	s	y	w	w	p	w	o	p	n	s	p
4503	p	k	s	n	f	y	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	p
4505	e	x	f	w	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	n	a	g
4509	p	x	y	w	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	k	s	g
4510	p	x	s	n	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	n	v	u
4515	p	b	y	y	f	n	f	c	n	w	e	?	k	y	w	y	p	w	o	e	w	v	d
4516	e	f	y	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	v	d
4517	p	x	s	w	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	n	v	d
4522	e	f	f	g	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	k	a	g
4524	p	x	f	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	v	d
4525	p	x	s	n	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	l
4526	e	f	f	n	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d
4528	e	b	s	w	f	n	f	w	b	w	e	?	s	s	w	w	p	w	t	p	w	s	g
4529	p	x	y	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	g
4531	p	x	y	n	f	y	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	d
4533	p	x	f	y	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	v	d
4534	e	x	y	g	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	y	d
4535	e	x	f	n	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	k	y	d
4536	p	k	y	n	f	y	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	d
4537	e	x	f	w	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	n	s	g
4538	e	f	f	g	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	k	a	g
4541	e	b	y	y	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	s	m
4544	p	x	f	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	g
4545	e	k	f	g	f	n	f	w	b	g	e	?	s	s	w	w	p	w	t	p	w	s	g
4546	p	k	s	n	f	f	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d
4547	e	b	y	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	m
4550	e	x	y	e	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	y	d
4552	p	x	f	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	d
4555	e	k	y	p	t	n	f	c	b	w	e	?	s	s	w	w	p	w	t	e	w	c	w
4558	p	f	y	e	f	f	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	p
4560	e	x	s	g	f	n	f	w	b	w	e	?	s	s	w	w	p	w	t	p	w	s	g
4562	p	f	y	b	t	n	f	c	b	g	e	b	s	s	w	w	p	w	t	p	r	v	g
4563	e	x	s	g	f	n	f	w	b	n	t	e	f	f	w	w	p	w	o	e	n	a	g
4564	p	x	y	e	f	f	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
4566	p	f	s	n	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	p
4567	p	k	s	n	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	p
4569	p	f	s	w	t	f	f	c	b	h	t	b	s	s	w	w	p	w	o	p	h	v	u
4570	e	f	f	g	f	n	f	w	b	n	t	e	s	s	w	w	p	w	o	e	n	s	g
4571	e	f	s	e	t	n	f	c	b	e	e	?	s	s	w	w	p	w	t	e	w	c	w
4572	e	f	y	n	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	n	y	d
4573	p	f	f	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	d
4574	e	b	f	w	f	n	f	w	b	p	e	?	k	k	w	w	p	w	t	p	w	s	g
4575	e	f	y	n	t	l	f	c	b	n	e	r	s	y	w	w	p	w	o	p	n	s	g
4580	e	x	y	y	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	m
4584	e	f	f	w	f	n	f	w	b	h	t	e	f	f	w	w	p	w	o	e	k	a	g
4587	p	x	f	g	f	c	f	w	n	u	e	b	s	s	w	w	p	w	o	p	k	v	d
4588	e	f	f	g	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	k	s	g
4590	e	f	y	n	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	k	v	d
4591	p	f	s	n	f	s	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	p
4593	p	f	y	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	d
4594	e	x	f	w	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	k	s	g
4598	e	f	f	g	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	k	v	d
4599	e	f	f	g	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	k	y	d
4600	p	x	s	n	f	s	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
4602	p	k	s	n	f	s	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	p
4604	e	b	s	w	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	n	m
4605	e	f	y	n	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	v	d
4607	p	x	f	g	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	k	s	d
4611	e	k	f	g	f	n	f	w	b	w	e	?	k	s	w	w	p	w	t	p	w	s	g
4614	p	f	y	e	f	y	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
4618	p	f	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	d
4620	p	x	s	n	f	y	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	p
4621	e	k	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	n	o	p	n	c	l
4627	p	f	s	e	f	y	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
4628	p	k	y	n	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
4631	p	f	s	n	f	y	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	l
4632	p	x	y	n	f	f	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	p
4635	p	x	s	n	f	s	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	p
4636	p	x	y	e	f	f	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
4637	e	x	f	n	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	n	v	d
4640	e	x	s	w	f	n	f	w	b	n	t	e	f	s	w	w	p	w	o	e	k	a	g
4645	e	f	y	g	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	k	y	d
4647	p	x	y	y	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	g
4648	p	x	y	g	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	p
4650	e	x	s	w	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	n	g
4651	p	x	y	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	d
4652	e	f	y	n	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	w	v	p
4653	e	f	y	n	t	l	f	c	b	w	e	r	s	y	w	w	p	w	o	p	k	y	g
4657	e	b	y	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	m
4662	e	x	y	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	n	v	d
4667	p	x	y	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	p
4669	e	f	y	e	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	k	v	d
4670	e	x	f	n	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	k	y	d
4679	e	f	f	y	t	a	f	w	n	w	t	b	s	s	w	w	p	w	o	p	n	v	d
4680	p	x	s	b	t	f	f	c	b	h	t	b	s	s	w	w	p	w	o	p	h	s	u
4682	e	x	f	w	t	a	f	w	n	n	t	b	s	s	w	w	p	w	o	p	u	v	d
4684	e	b	y	w	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	s	g
4689	e	f	s	n	f	n	f	w	b	k	t	e	s	f	w	w	p	w	o	e	n	s	g
4690	p	x	f	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	d
4691	e	f	f	g	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	y	d
4693	e	f	y	g	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	v	d
4698	e	x	f	g	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	y	d
4699	e	b	s	g	f	n	f	w	b	g	e	?	k	s	w	w	p	w	t	p	w	s	g
4702	e	x	y	w	f	n	f	c	n	p	e	?	s	f	w	w	p	w	o	f	h	y	d
4703	e	f	y	e	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	n	v	d
4704	e	x	f	g	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	n	y	d
4708	e	x	f	y	t	l	f	w	n	w	t	b	s	s	w	w	p	w	o	p	n	v	d
4709	e	x	f	w	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	k	a	g
4710	p	f	y	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	d
4712	p	f	y	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	s	g
4714	e	f	f	e	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	n	v	d
4718	p	f	y	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	p
4720	e	b	s	y	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	g
4722	p	x	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	p
4723	p	x	s	g	t	f	f	c	b	h	t	b	f	f	w	w	p	w	o	p	h	v	u
4724	e	f	s	g	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	n	s	g
4726	p	x	f	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	d
